#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002498375.1	PRJNA348753	SAMN06027378	DAHC00000000.1	na	1915492	1915492	Methanocorpusculum sp. UBA424		UBA424	latest	Scaffold	Major	Full	2017/10/10	ASM249837v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/375/GCA_002498375.1_ASM249837v1	derived from metagenome	
GCA_002497725.1	PRJNA348753	SAMN06027511	DAER00000000.1	na	1915493	1915493	Methanocorpusculum sp. UBA592		UBA592	latest	Scaffold	Major	Full	2017/10/10	ASM249772v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/725/GCA_002497725.1_ASM249772v1	derived from metagenome	
GCA_002498065.1	PRJNA348753	SAMN06027575	DAFZ00000000.1	na	1915494	1915494	Methanoculleus sp. UBA208		UBA208	latest	Scaffold	Major	Full	2017/10/10	ASM249806v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/065/GCA_002498065.1_ASM249806v1	derived from metagenome	
GCA_002499755.1	PRJNA348753	SAMN06027250	DANC00000000.1	na	1915495	1915495	Methanoculleus sp. UBA291		UBA291	latest	Scaffold	Major	Full	2017/10/10	ASM249975v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/755/GCA_002499755.1_ASM249975v1	derived from metagenome	
GCA_002508805.1	PRJNA348753	SAMN06027362	DATG00000000.1	na	1915496	1915496	Methanoculleus sp. UBA300		UBA300	latest	Scaffold	Major	Full	2017/10/11	ASM250880v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/805/GCA_002508805.1_ASM250880v1	derived from metagenome	
GCA_002501655.1	PRJNA348753	SAMN06027359	DANY00000000.1	na	1915497	1915497	Methanoculleus sp. UBA303		UBA303	latest	Scaffold	Major	Full	2017/10/10	ASM250165v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/655/GCA_002501655.1_ASM250165v1	derived from metagenome	
GCA_002498025.1	PRJNA348753	SAMN06027355	DAFT00000000.1	na	1915498	1915498	Methanoculleus sp. UBA307		UBA307	latest	Scaffold	Major	Full	2017/10/10	ASM249802v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/025/GCA_002498025.1_ASM249802v1	derived from metagenome	
GCA_002508775.1	PRJNA348753	SAMN06027162	DAFF00000000.1	na	1915499	1915499	Methanoculleus sp. UBA312		UBA312	latest	Scaffold	Major	Full	2017/10/11	ASM250877v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/775/GCA_002508775.1_ASM250877v1	derived from metagenome	
GCA_002509575.1	PRJNA348753	SAMN06027630	DAPF00000000.1	na	1915500	1915500	Methanoculleus sp. UBA320		UBA320	latest	Scaffold	Major	Full	2017/10/11	ASM250957v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/575/GCA_002509575.1_ASM250957v1	derived from metagenome	
GCA_002499165.1	PRJNA348753	SAMN06027029	DAKO00000000.1	na	1915501	1915501	Methanoculleus sp. UBA326		UBA326	latest	Scaffold	Major	Full	2017/10/10	ASM249916v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/165/GCA_002499165.1_ASM249916v1	derived from metagenome	
GCA_002508765.1	PRJNA348753	SAMN06027491	DAUJ00000000.1	na	1915502	1915502	Methanoculleus sp. UBA331		UBA331	latest	Scaffold	Major	Full	2017/10/11	ASM250876v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/765/GCA_002508765.1_ASM250876v1	derived from metagenome	
GCA_002508745.1	PRJNA348753	SAMN06027486	DASA00000000.1	na	1915503	1915503	Methanoculleus sp. UBA334		UBA334	latest	Scaffold	Major	Full	2017/10/11	ASM250874v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/745/GCA_002508745.1_ASM250874v1	derived from metagenome	
GCA_002508725.1	PRJNA348753	SAMN06027440	DAWF00000000.1	na	1915504	1915504	Methanoculleus sp. UBA340		UBA340	latest	Scaffold	Major	Full	2017/10/11	ASM250872v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/725/GCA_002508725.1_ASM250872v1	derived from metagenome	
GCA_002508705.1	PRJNA348753	SAMN06027555	DAYL00000000.1	na	1915505	1915505	Methanoculleus sp. UBA374		UBA374	latest	Scaffold	Major	Full	2017/10/11	ASM250870v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/705/GCA_002508705.1_ASM250870v1	derived from metagenome	
GCA_002509565.1	PRJNA348753	SAMN06027554	DAFM00000000.1	na	1915506	1915506	Methanoculleus sp. UBA377		UBA377	latest	Scaffold	Major	Full	2017/10/11	ASM250956v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/565/GCA_002509565.1_ASM250956v1	derived from metagenome	
GCA_002508675.1	PRJNA348753	SAMN06027529	DATR00000000.1	na	1915507	1915507	Methanoculleus sp. UBA389		UBA389	latest	Scaffold	Major	Full	2017/10/11	ASM250867v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/675/GCA_002508675.1_ASM250867v1	derived from metagenome	
GCA_002496755.1	PRJNA348753	SAMN06027097	DALL00000000.1	na	1915508	1915508	Methanoculleus sp. UBA406		UBA406	latest	Scaffold	Major	Full	2017/10/10	ASM249675v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/755/GCA_002496755.1_ASM249675v1	derived from metagenome	
GCA_002502935.1	PRJNA348753	SAMN06027371	DAQR00000000.1	na	1915509	1915509	Methanoculleus sp. UBA413		UBA413	latest	Scaffold	Major	Full	2017/10/10	ASM250293v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/935/GCA_002502935.1_ASM250293v1	derived from metagenome	
GCA_002508665.1	PRJNA348753	SAMN06027283	DAIY00000000.1	na	1915510	1915510	Methanoculleus sp. UBA416		UBA416	latest	Scaffold	Major	Full	2017/10/11	ASM250866v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/665/GCA_002508665.1_ASM250866v1	derived from metagenome	
GCA_002506585.1	PRJNA348753	SAMN06027562	DAXW00000000.1	na	1915511	1915511	Methanoculleus sp. UBA430		UBA430	latest	Scaffold	Major	Full	2017/10/10	ASM250658v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/585/GCA_002506585.1_ASM250658v1	derived from metagenome	
GCA_002509545.1	PRJNA348753	SAMN06027022	DAVF00000000.1	na	1915512	1915512	Methanoculleus sp. UBA45		UBA45	latest	Scaffold	Major	Full	2017/10/11	ASM250954v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/545/GCA_002509545.1_ASM250954v1	derived from metagenome	
GCA_002499455.1	PRJNA348753	SAMN06027464	DALN00000000.1	na	1915513	1915513	Methanoculleus sp. UBA77		UBA77	latest	Scaffold	Major	Full	2017/10/10	ASM249945v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/455/GCA_002499455.1_ASM249945v1	derived from metagenome	
GCA_002498315.1	PRJNA348753	SAMN06027382	DAGX00000000.1	na	1915514	1915514	Methanofollis sp. UBA420		UBA420	latest	Scaffold	Major	Full	2017/10/10	ASM249831v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/315/GCA_002498315.1_ASM249831v1	derived from metagenome	
GCA_002497785.1	PRJNA348753	SAMN06027035	DAEU00000000.1	na	1915515	1915515	Methanolinea sp. UBA144		UBA144	latest	Scaffold	Major	Full	2017/10/10	ASM249778v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/785/GCA_002497785.1_ASM249778v1	derived from metagenome	
GCA_002496855.1	PRJNA348753	SAMN06027034	DALR00000000.1	na	1915516	1915516	Methanolinea sp. UBA145		UBA145	latest	Scaffold	Major	Full	2017/10/10	ASM249685v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/855/GCA_002496855.1_ASM249685v1	derived from metagenome	
GCA_002509505.1	PRJNA348753	SAMN06027507	DAPL00000000.1	na	1915517	1915517	Methanolinea sp. UBA155		UBA155	latest	Scaffold	Major	Full	2017/10/11	ASM250950v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/505/GCA_002509505.1_ASM250950v1	derived from metagenome	
GCA_002499825.1	PRJNA348753	SAMN06027640	DANI00000000.1	na	1915518	1915518	Methanolinea sp. UBA245		UBA245	latest	Scaffold	Major	Full	2017/10/10	ASM249982v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/825/GCA_002499825.1_ASM249982v1	derived from metagenome	
GCA_002506105.1	PRJNA348753	SAMN06027537	DAWU00000000.1	na	1915519	1915519	Methanolinea sp. UBA275		UBA275	latest	Scaffold	Major	Full	2017/10/10	ASM250610v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/105/GCA_002506105.1_ASM250610v1	derived from metagenome	
GCA_002499905.1	PRJNA348753	SAMN06027535	DANP00000000.1	na	1915520	1915520	Methanolinea sp. UBA277		UBA277	latest	Scaffold	Major	Full	2017/10/10	ASM249990v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/905/GCA_002499905.1_ASM249990v1	derived from metagenome	
GCA_002501965.1	PRJNA348753	SAMN06027063	DAOT00000000.1	na	1915521	1915521	Methanolinea sp. UBA286		UBA286	latest	Scaffold	Major	Full	2017/10/10	ASM250196v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/965/GCA_002501965.1_ASM250196v1	derived from metagenome	
GCA_002498825.1	PRJNA348753	SAMN06027559	DAJA00000000.1	na	1915522	1915522	Methanolinea sp. UBA437		UBA437	latest	Scaffold	Major	Full	2017/10/10	ASM249882v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/825/GCA_002498825.1_ASM249882v1	derived from metagenome	
GCA_002502975.1	PRJNA348753	SAMN06027327	DAQT00000000.1	na	1915523	1915523	Methanolinea sp. UBA451		UBA451	latest	Scaffold	Major	Full	2017/10/10	ASM250297v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/975/GCA_002502975.1_ASM250297v1	derived from metagenome	
GCA_002509495.1	PRJNA348753	SAMN06027619	DAEV00000000.1	na	1915524	1915524	Methanolinea sp. UBA473		UBA473	latest	Scaffold	Major	Full	2017/10/11	ASM250949v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/495/GCA_002509495.1_ASM250949v1	derived from metagenome	
GCA_002509485.1	PRJNA348753	SAMN06027623	DAWO00000000.1	na	1915525	1915525	Methanolinea sp. UBA477		UBA477	latest	Scaffold	Major	Full	2017/10/11	ASM250948v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/485/GCA_002509485.1_ASM250948v1	derived from metagenome	
GCA_002508635.1	PRJNA348753	SAMN06027412	DACO00000000.1	na	1915526	1915526	Methanolobus sp. UBA118		UBA118	latest	Scaffold	Major	Full	2017/10/11	ASM250863v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/635/GCA_002508635.1_ASM250863v1	derived from metagenome	
GCA_002507205.1	PRJNA348753	SAMN06027367	DAZF00000000.1	na	1915527	1915527	Methanolobus sp. UBA32		UBA32	latest	Scaffold	Major	Full	2017/10/10	ASM250720v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/205/GCA_002507205.1_ASM250720v1	derived from metagenome	
GCA_002501695.1	PRJNA348753	SAMN06027622	DANZ00000000.1	na	1915528	1915528	Methanolobus sp. UBA474		UBA474	latest	Scaffold	Major	Full	2017/10/10	ASM250169v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/695/GCA_002501695.1_ASM250169v1	derived from metagenome	
GCA_002494705.1	PRJNA348753	SAMN06027184	DACL00000000.1	na	1915529	1915529	Methanomassiliicoccus sp. UBA238		UBA238	latest	Scaffold	Major	Full	2017/10/10	ASM249470v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/705/GCA_002494705.1_ASM249470v1	derived from metagenome	
GCA_002495585.1	PRJNA348753	SAMN06027253	DAGB00000000.1	na	1915530	1915530	Methanomassiliicoccus sp. UBA292		UBA292	latest	Scaffold	Major	Full	2017/10/10	ASM249558v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/585/GCA_002495585.1_ASM249558v1	derived from metagenome	
GCA_002503645.1	PRJNA348753	SAMN06027165	DASE00000000.1	na	1915531	1915531	Methanomassiliicoccus sp. UBA315		UBA315	latest	Scaffold	Major	Full	2017/10/10	ASM250364v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/645/GCA_002503645.1_ASM250364v1	derived from metagenome	
GCA_002502005.1	PRJNA348753	SAMN06027629	DAPA00000000.1	na	1915532	1915532	Methanomassiliicoccus sp. UBA321		UBA321	latest	Scaffold	Major	Full	2017/10/10	ASM250200v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/005/GCA_002502005.1_ASM250200v1	derived from metagenome	
GCA_002503495.1	PRJNA348753	SAMN06027487	DARW00000000.1	na	1915533	1915533	Methanomassiliicoccus sp. UBA335		UBA335	latest	Scaffold	Major	Full	2017/10/10	ASM250349v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/495/GCA_002503495.1_ASM250349v1	derived from metagenome	
GCA_002504525.1	PRJNA348753	SAMN06027443	DATD00000000.1	na	1915534	1915534	Methanomassiliicoccus sp. UBA345		UBA345	latest	Scaffold	Major	Full	2017/10/10	ASM250452v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/525/GCA_002504525.1_ASM250452v1	derived from metagenome	
GCA_002508585.1	PRJNA348753	SAMN06027074	DAFW00000000.1	na	1915535	1915535	Methanomassiliicoccus sp. UBA360		UBA360	latest	Scaffold	Major	Full	2017/10/11	ASM250858v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/585/GCA_002508585.1_ASM250858v1	derived from metagenome	
GCA_002508555.1	PRJNA348753	SAMN06027078	DABX00000000.1	na	1915536	1915536	Methanomassiliicoccus sp. UBA364		UBA364	latest	Scaffold	Major	Full	2017/10/11	ASM250855v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/555/GCA_002508555.1_ASM250855v1	derived from metagenome	
GCA_002496345.1	PRJNA348753	SAMN06027526	DAJN00000000.1	na	1915537	1915537	Methanomassiliicoccus sp. UBA382		UBA382	latest	Scaffold	Major	Full	2017/10/10	ASM249634v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/345/GCA_002496345.1_ASM249634v1	derived from metagenome	
GCA_002498285.1	PRJNA348753	SAMN06027522	DAGU00000000.1	na	1915538	1915538	Methanomassiliicoccus sp. UBA386		UBA386	latest	Scaffold	Major	Full	2017/10/10	ASM249828v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/285/GCA_002498285.1_ASM249828v1	derived from metagenome	
GCA_002497995.1	PRJNA348753	SAMN06027317	DAFO00000000.1	na	1915539	1915539	Methanomassiliicoccus sp. UBA393		UBA393	latest	Scaffold	Major	Full	2017/10/10	ASM249799v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/995/GCA_002497995.1_ASM249799v1	derived from metagenome	
GCA_002505225.1	PRJNA348753	SAMN06027385	DAUQ00000000.1	na	1915540	1915540	Methanomassiliicoccus sp. UBA429		UBA429	latest	Scaffold	Major	Full	2017/10/10	ASM250522v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/225/GCA_002505225.1_ASM250522v1	derived from metagenome	
GCA_002508545.1	PRJNA348753	SAMN06027402	DAVH00000000.1	na	1915541	1915541	Methanomassiliicoccus sp. UBA6		UBA6	latest	Scaffold	Major	Full	2017/10/11	ASM250854v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/545/GCA_002508545.1_ASM250854v1	derived from metagenome	
GCA_002499025.1	PRJNA348753	SAMN06027032	DAJZ00000000.1	na	1915542	1915542	Methanoregula sp. UBA143		UBA143	latest	Scaffold	Major	Full	2017/10/10	ASM249902v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/025/GCA_002499025.1_ASM249902v1	derived from metagenome	
GCA_002502245.1	PRJNA348753	SAMN06027506	DAPW00000000.1	na	1915543	1915543	Methanoregula sp. UBA154		UBA154	latest	Scaffold	Major	Full	2017/10/10	ASM250224v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/245/GCA_002502245.1_ASM250224v1	derived from metagenome	
GCA_002495775.1	PRJNA348753	SAMN06027639	DAGR00000000.1	na	1915544	1915544	Methanoregula sp. UBA244		UBA244	latest	Scaffold	Major	Full	2017/10/10	ASM249577v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/775/GCA_002495775.1_ASM249577v1	derived from metagenome	
GCA_002495055.1	PRJNA348753	SAMN06027050	DADR00000000.1	na	1915545	1915545	Methanoregula sp. UBA247		UBA247	latest	Scaffold	Major	Full	2017/10/10	ASM249505v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/055/GCA_002495055.1_ASM249505v1	derived from metagenome	
GCA_002506145.1	PRJNA348753	SAMN06027538	DAWY00000000.1	na	1915546	1915546	Methanoregula sp. UBA274		UBA274	latest	Scaffold	Major	Full	2017/10/10	ASM250614v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/145/GCA_002506145.1_ASM250614v1	derived from metagenome	
GCA_002508495.1	PRJNA348753	SAMN06027536	DANA00000000.1	na	1915547	1915547	Methanoregula sp. UBA276		UBA276	latest	Scaffold	Major	Full	2017/10/11	ASM250849v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/495/GCA_002508495.1_ASM250849v1	derived from metagenome	
GCA_002497485.1	PRJNA348753	SAMN06027018	DADH00000000.1	na	1915548	1915548	Methanoregula sp. UBA278		UBA278	latest	Scaffold	Major	Full	2017/10/10	ASM249748v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/485/GCA_002497485.1_ASM249748v1	derived from metagenome	
GCA_002498295.1	PRJNA348753	SAMN06027558	DAGW00000000.1	na	1915549	1915549	Methanoregula sp. UBA434		UBA434	latest	Scaffold	Major	Full	2017/10/10	ASM249829v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/295/GCA_002498295.1_ASM249829v1	derived from metagenome	
GCA_002497445.1	PRJNA348753	SAMN06027137	DADD00000000.1	na	1915550	1915550	Methanoregula sp. UBA450		UBA450	latest	Scaffold	Major	Full	2017/10/10	ASM249744v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/445/GCA_002497445.1_ASM249744v1	derived from metagenome	
GCA_002506785.1	PRJNA348753	SAMN06027326	DAYG00000000.1	na	1915551	1915551	Methanoregula sp. UBA452		UBA452	latest	Scaffold	Major	Full	2017/10/10	ASM250678v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/785/GCA_002506785.1_ASM250678v1	derived from metagenome	
GCA_002509345.1	PRJNA348753	SAMN06027136	DACM00000000.1	na	1915552	1915552	Methanoregula sp. UBA469		UBA469	latest	Scaffold	Major	Full	2017/10/11	ASM250934v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/345/GCA_002509345.1_ASM250934v1	derived from metagenome	
GCA_002495065.1	PRJNA348753	SAMN06027617	DADT00000000.1	na	1915553	1915553	Methanoregula sp. UBA471		UBA471	latest	Scaffold	Major	Full	2017/10/10	ASM249506v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/065/GCA_002495065.1_ASM249506v1	derived from metagenome	
GCA_002502735.1	PRJNA348753	SAMN06027271	DAQC00000000.1	na	1915554	1915554	Methanoregula sp. UBA64		UBA64	latest	Scaffold	Major	Full	2017/10/10	ASM250273v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/735/GCA_002502735.1_ASM250273v1	derived from metagenome	
GCA_002506335.1	PRJNA348753	SAMN06027416	DAXJ00000000.1	na	1915555	1915555	Methanosaeta sp. UBA114		UBA114	latest	Scaffold	Major	Full	2017/10/10	ASM250633v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/335/GCA_002506335.1_ASM250633v1	derived from metagenome	
GCA_002501765.1	PRJNA348753	SAMN06027569	DAOG00000000.1	na	1915556	1915556	Methanosaeta sp. UBA204		UBA204	latest	Scaffold	Major	Full	2017/10/10	ASM250176v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/765/GCA_002501765.1_ASM250176v1	derived from metagenome	
GCA_002503445.1	PRJNA348753	SAMN06027634	DART00000000.1	na	1915557	1915557	Methanosaeta sp. UBA243		UBA243	latest	Scaffold	Major	Full	2017/10/10	ASM250344v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/445/GCA_002503445.1_ASM250344v1	derived from metagenome	
GCA_002507265.1	PRJNA348753	SAMN06027488	DAZJ00000000.1	na	1915558	1915558	Methanosaeta sp. UBA332		UBA332	latest	Scaffold	Major	Full	2017/10/10	ASM250726v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/265/GCA_002507265.1_ASM250726v1	derived from metagenome	
GCA_002496465.1	PRJNA348753	SAMN06027240	DAKC00000000.1	na	1915559	1915559	Methanosaeta sp. UBA356		UBA356	latest	Scaffold	Major	Full	2017/10/10	ASM249646v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/465/GCA_002496465.1_ASM249646v1	derived from metagenome	
GCA_002507035.1	PRJNA348753	SAMN06027549	DAYU00000000.1	na	1915560	1915560	Methanosaeta sp. UBA372		UBA372	latest	Scaffold	Major	Full	2017/10/10	ASM250703v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/035/GCA_002507035.1_ASM250703v1	derived from metagenome	
GCA_002496085.1	PRJNA348753	SAMN06027335	DAIK00000000.1	na	1915561	1915561	Methanosaeta sp. UBA458		UBA458	latest	Scaffold	Major	Full	2017/10/10	ASM249608v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/085/GCA_002496085.1_ASM249608v1	derived from metagenome	
GCA_002498745.1	PRJNA348753	SAMN06027058	DAIO00000000.1	na	1915562	1915562	Methanosaeta sp. UBA533		UBA533	latest	Scaffold	Major	Full	2017/10/10	ASM249874v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/745/GCA_002498745.1_ASM249874v1	derived from metagenome	
GCA_002502475.1	PRJNA348753	SAMN06027461	DAOX00000000.1	na	1915563	1915563	Methanosaeta sp. UBA70		UBA70	latest	Scaffold	Major	Full	2017/10/10	ASM250247v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/475/GCA_002502475.1_ASM250247v1	derived from metagenome	
GCA_002505805.1	PRJNA348753	SAMN06027112	DAWB00000000.1	na	1915564	1915564	Methanosaeta sp. UBA80		UBA80	latest	Scaffold	Major	Full	2017/10/10	ASM250580v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/805/GCA_002505805.1_ASM250580v1	derived from metagenome	
GCA_002507545.1	PRJNA348753	SAMN06027201	DAVR00000000.1	na	1915565	1915565	Archaeoglobus sp. UBA230		UBA230	latest	Scaffold	Major	Full	2017/10/10	ASM250754v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/545/GCA_002507545.1_ASM250754v1	derived from metagenome	
GCA_002507315.1	PRJNA348753	SAMN06027498	DAZM00000000.1	na	1915566	1915566	Archaeoglobus sp. UBA231		UBA231	latest	Contig	Major	Full	2017/10/10	ASM250731v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/315/GCA_002507315.1_ASM250731v1	derived from metagenome	
GCA_002494625.1	PRJNA348753	SAMN06027495	DACH00000000.1	na	1915567	1915567	Archaeoglobus sp. UBA234		UBA234	latest	Scaffold	Major	Full	2017/10/10	ASM249462v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/625/GCA_002494625.1_ASM249462v1	derived from metagenome	
GCA_002494665.1	PRJNA348753	SAMN06027493	DACI00000000.1	na	1915568	1915568	Archaeoglobus sp. UBA236		UBA236	latest	Scaffold	Major	Full	2017/10/10	ASM249466v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/665/GCA_002494665.1_ASM249466v1	derived from metagenome	
GCA_002506515.1	PRJNA348753	SAMN06027409	DAXS00000000.1	na	1915569	1915569	Caldivirga sp. UBA161		UBA161	latest	Scaffold	Major	Full	2017/10/10	ASM250651v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/515/GCA_002506515.1_ASM250651v1	derived from metagenome	
GCA_002507275.1	PRJNA348753	SAMN06027497	DAZK00000000.1	na	1915570	1915570	Geoglobus sp. UBA232		UBA232	latest	Scaffold	Major	Full	2017/10/10	ASM250727v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/275/GCA_002507275.1_ASM250727v1	derived from metagenome	
